Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),File Offset (s),Low Freq (Hz),High Freq (Hz),Peak Freq (Hz),Begin File,Begin Path,Tonal,Signal strength,Background,AR comment,SNR NIST Quick (dB FS),SNR order,species,certainty,comment,type,WH ID,WH Comment,NEW analysis
6217,Spectrogram 1,1,67450.734,67452.588,1.854,267.912,40.2,390.1,123.0,1208533023.041104005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041104005015.wav,,,,,27.28,3175,BH,High,loud,us,,,
9986,Spectrogram 1,1,151943.087,151944.263,1.176,181.809,87.4,203.9,140.6,1208533023.050103005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050103005015.wav,,,,,25.14,3247,BH,High,,,,,
7090,Spectrogram 1,1,90788.609966667,90790.297966667,1.688,211.154,33.0,307.7,99.6,1208533023.041125175015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041125175015.wav,,,,,38.11,647,BH,High,,,,,
11677,Spectrogram 1,1,187854.022633333,187856.555633333,2.533,102.224,47.5,303.0,140.6,1208533023.050112035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050112035015.wav,,,,,33.49,2014,BH,High,,,,,yes
10350,Spectrogram 1,1,162816.1383,162818.6923,2.554,257.423,35.3,223.5,76.2,1208533023.050106005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050106005015.wav,,,,,32.42,2349,BH,High,,,,,yes
12426,Spectrogram 1,1,206160.722666667,206163.861666666,3.139,113.768,34.4,332.7,128.9,1208533023.050120035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050120035015.wav,,,,,35.02,1492,BH,High,,,,,yes
13390,Spectrogram 1,1,236785.721633333,236787.357633333,1.636,147.061,99.0,250.5,146.5,1208533023.050227005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050227005015.wav,,,,,9.49,5485,BH,High,,ll100,,,
4895,Spectrogram 1,1,44571.269333333,44573.412333333,2.143,183.273,72.0,342.0,164.1,1208533023.041028115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028115015.wav,,,,,38.85,483,BH,High,,,,,y
13260,Spectrogram 1,1,233314.252966666,233314.841966667,0.589,274.528,77.0,189.4,140.6,1208533023.050220185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050220185015.wav,,,,,25.9,3223,BH,High,,short,,,
3108,Spectrogram 1,1,16700.242366667,16701.956366667,1.714,204.833,143.7,640.7,246.1,1208533023.041014165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014165015.wav,,,,,14.87,3712,BH,High,ds,ssong,,,yes
4318,Spectrogram 1,1,29725.370633333,29727.427633333,2.057,33.473,59.9,479.0,152.3,1208533023.041023045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041023045015.wav,3,2.0,3.0,,41.0,143,BH,High,,,,,y
13706,Spectrogram 1,1,242632.154033333,242632.790033333,0.636,295.052,69.9,233.0,152.3,1208533023.050309205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050309205015.wav,,,,,29.99,2926,BH,High,faint,,,,
6435,Spectrogram 1,1,73749.137,73752.038,2.901,267.288,50.4,319.0,187.5,1208533023.041117125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041117125015.wav,,,,,35.28,1413,BH,High,,,,,y
14111,Spectrogram 1,1,253389.2333,253390.5973,1.364,254.198,56.0,286.3,187.5,1208533023.050317035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050317035015.wav,,,,,25.47,3238,BH,High,,,,,yes
12813,Spectrogram 1,1,217714.933333333,217716.467333333,1.534,271.311,57.7,231.2,58.6,1208533023.050205085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050205085015.wav,,,,,23.16,3292,BH,High,,,,,
6037,Spectrogram 1,1,62229.616033333,62231.500033333,1.884,145.591,55.0,439.9,123.0,1208533023.041101235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101235015.wav,,,,,39.58,351,BH,High,,,,,y
3443,Spectrogram 1,1,18915.594633333,18916.655633333,1.061,21.021,131.7,592.8,298.8,1208533023.041015015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015015015.wav,,,,,13.47,4071,BH,High,,,,,yes
4558,Spectrogram 1,1,36848.776366667,36850.811366667,2.035,258.63,90.0,300.0,164.1,1208533023.041026025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041026025015.wav,,,,,30.33,2866,BH,High,,,,,y
6747,Spectrogram 1,1,81249.349333333,81251.014333333,1.665,269.368,27.5,412.1,152.3,1208533023.041122105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041122105015.wav,,,,,32.33,2380,BH,High,,,,,y
5372,Spectrogram 1,1,52647.532,52650.065,2.533,161.385,93.2,267.1,199.2,1208533023.041031045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031045015.wav,,,,,31.71,2555,BH,High,us,ssong,,,y
8988,Spectrogram 1,1,132422.508966667,132424.868966667,2.36,155.233,46.7,216.0,82.0,1208533023.041223065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041223065015.wav,,,,,30.63,2805,BH,High,,,,,yes
9975,Spectrogram 1,1,151687.529033333,151690.127033333,2.598,226.189,82.4,605.9,140.6,1208533023.050102235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050102235015.wav,,,,,33.97,1855,BH,High,,,,,yes
5752,Spectrogram 1,1,57203.971633333,57206.071633333,2.1,218.921,106.9,270.4,187.5,1208533023.041101015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101015015.wav,,,,,12.65,4366,BH,High,,,,,y
10210,Spectrogram 1,1,158448.360366667,158449.913366666,1.553,88.761,104.9,203.9,152.3,1208533023.050105025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050105025015.wav,,,,,10.67,5146,BH,High,,,,,
10160,Spectrogram 1,1,157258.7843,157261.4473,2.663,98.757,70.6,211.8,152.3,1208533023.050104205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050104205015.wav,,,,,29.32,3024,BH,High,,,,,yes
11468,Spectrogram 1,1,184184.739333333,184187.467333333,2.728,31.957,65.3,374.3,164.1,1208533023.050111065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050111065015.wav,,,,,33.72,1938,BH,High,,,,,yes
11506,Spectrogram 1,1,185023.021,185026.377,3.356,270.409,83.2,320.8,187.5,1208533023.050111095015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050111095015.wav,,,,,34.83,1559,BH,High,,,,,yes
14009,Spectrogram 1,1,250206.791033333,250209.195033333,2.404,71.32,37.3,1636.9,187.5,1208533023.050315035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050315035015.wav,,,,,13.18,4176,BH,High,brdbnd,,,,yes
10018,Spectrogram 1,1,152991.444333333,152992.895333333,1.451,30.355,23.5,347.1,187.5,1208533023.050103185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050103185015.wav,,,,,36.39,1075,BH,High,,,,,yes
7889,Spectrogram 1,1,109500.4827,109501.1687,0.686,27.653,144.0,224.6,193.4,1208533023.041210065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041210065015.wav,,,,,9.83,5412,BH,High,,,,,
9739,Spectrogram 1,1,147694.742633333,147696.864633333,2.122,132.336,166.0,468.4,240.2,1208533023.050101195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101195015.wav,,,,,13.88,3954,BH,High,,,,,yes
6887,Spectrogram 1,1,86139.022033333,86139.647033333,0.625,60.155,85.9,183.2,152.3,1208533023.041124205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041124205015.wav,,,,,-3.16,5773,BH,High,,short,,,
12701,Spectrogram 1,1,214848.033633333,214849.527633333,1.494,103.745,52.1,312.7,117.2,1208533023.050202075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050202075015.wav,,,,,29.15,3043,BH,High,,,,,yes
3872,Spectrogram 1,1,24122.387633333,24123.903633333,1.516,129.139,191.6,760.5,345.7,1208533023.041019155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041019155015.wav,,,,,13.01,4230,BH,High,ds,.6-.4,,,yes
3725,Spectrogram 1,1,22164.472666667,22168.824666667,4.352,270.598,191.6,353.3,316.4,1208533023.041016145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041016145015.wav,,,,,12.3,4486,BH,High,,,,,yes
1035,Spectrogram 1,1,2690.731,2693.56,2.829,291.19,607.1,2728.7,785.2,1208533023.040929145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.040929145015.wav,,,,,12.71,4342,BH,High,,,,,
11449,Spectrogram 1,1,183419.148033333,183420.809033334,1.661,166.164,145.6,302.9,193.4,1208533023.050110225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110225015.wav,,,,,10.43,5246,BH,High,,,,,
5277,Spectrogram 1,1,51512.3017,51514.0547,1.753,225.992,118.0,323.0,187.5,1208533023.041030235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041030235015.wav,,,,,13.07,4212,BH,High,us,ssong,,,y
3327,Spectrogram 1,1,18432.6547,18433.7807,1.126,137.861,118.6,1185.6,140.6,1208533023.041014235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014235015.wav,,,,,13.26,4148,BH,High,,ssong,,,yes
3673,Spectrogram 1,1,21018.789033333,21023.574033333,4.785,24.639,215.6,515.0,334.0,1208533023.041016035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041016035015.wav,,,,,14.42,3815,BH,High,,long,,,yes
5030,Spectrogram 1,1,46963.084366667,46964.795366667,1.711,175.779,36.3,235.9,82.0,1208533023.041028215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028215015.wav,,,,,35.26,1418,BH,High,,,,,y
9202,Spectrogram 1,1,137883.958966667,137886.193966667,2.235,218.348,75.7,180.6,128.9,1208533023.041227085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041227085015.wav,,,,,-0.61,5668,BH,High,,,,,
12814,Spectrogram 1,1,217819.064966666,217820.697966666,1.633,75.477,40.4,219.6,58.6,1208533023.050205185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050205185015.wav,,,,,31.2,2679,BH,High,,,,,
3022,Spectrogram 1,1,16106.000366667,16108.065366667,2.065,210.348,149.1,622.8,304.7,1208533023.041014145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014145015.wav,,,,,18.31,3388,BH,High,,,,,
9892,Spectrogram 1,1,149855.002033333,149855.843033333,0.841,193.104,35.0,268.0,210.9,1208533023.050102045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050102045015.wav,,,,,31.21,2677,BH,High,,,,,
5794,Spectrogram 1,1,57499.231633333,57500.596633333,1.365,214.253,131.7,332.1,199.2,1208533023.041101025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101025015.wav,,,,,10.71,5129,BH,High,loud,us,,,
5412,Spectrogram 1,1,53079.685966667,53081.330966667,1.645,293.614,117.5,290.7,169.9,1208533023.041031055015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031055015.wav,,,,,13.4,4094,BH,High,,,,,y
7395,Spectrogram 1,1,97760.5773,97761.2483,0.671,284.99,58.1,250.0,58.6,1208533023.041202085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041202085015.wav,,,,,31.99,2473,BH,High,faint,,,,
3386,Spectrogram 1,1,18689.771633333,18692.772633333,3.001,95.102,86.1,2299.2,105.5,1208533023.041015005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015005015.wav,,,,,13.35,4110,BH,High,,,,,
9629,Spectrogram 1,1,145875.528633333,145876.979633333,1.451,112.514,76.4,305.7,158.2,1208533023.050101095015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101095015.wav,3,1.0,3.0,,40.86,166,BH,High,,,,,yes
6758,Spectrogram 1,1,81914.287633333,81914.844633333,0.557,34.491,108.8,211.8,146.5,1208533023.041122185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041122185015.wav,,,,,10.14,5344,BH,High,,short,,,
6783,Spectrogram 1,1,83405.829333333,83406.691333333,0.862,26.343,74.4,194.7,140.6,1208533023.041124005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041124005015.wav,,,,,24.9,3254,BH,High,,,,,
5353,Spectrogram 1,1,52424.553033333,52426.675033334,2.122,238.356,155.3,335.4,216.8,1208533023.041031035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031035015.wav,,,,,13.21,4164,BH,High,,,,,y
10583,Spectrogram 1,1,168772.0273,168774.1713,2.144,215.118,71.9,269.5,134.8,1208533023.050107115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050107115015.wav,,,,,34.23,1761,BH,High,,,,,yes
5637,Spectrogram 1,1,55632.556333333,55635.175333333,2.619,147.212,116.1,2615.1,205.1,1208533023.041031185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031185015.wav,,,,,14.33,3835,BH,High,us,ssong,,,y
5904,Spectrogram 1,1,59965.034333333,59967.004333333,1.97,280.569,69.2,295.6,193.4,1208533023.041101135015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101135015.wav,,,,,32.81,2232,BH,High,,,,,y
6287,Spectrogram 1,1,69327.627666667,69328.883666666,1.256,45.033,105.9,239.8,175.8,1208533023.041113235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041113235015.wav,,,,,12.93,4267,BH,High,,,,,y
3266,Spectrogram 1,1,18042.795666667,18044.816666667,2.021,47.887,41.9,263.5,105.5,1208533023.041014225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014225015.wav,,,,,31.41,2631,BH,High,,,,,yes
11159,Spectrogram 1,1,178584.839633333,178585.831633333,0.992,130.473,46.6,168.9,64.5,1208533023.050110025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110025015.wav,,,,,-3.3,5781,BH,High,,,,,
9045,Spectrogram 1,1,133696.259,133698.072,1.813,229.268,46.6,134.0,93.8,1208533023.041223145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041223145015.wav,,,,,-1.92,5713,BH,High,,low,,,
11641,Spectrogram 1,1,187418.233,187424.642,6.409,266.138,100.8,4133.4,117.2,1208533023.050112005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050112005015.wav,,,,,13.47,4068,BH,High,,roar,,,yes
7620,Spectrogram 1,1,101920.0633,101922.9213,2.858,245.315,116.1,249.5,181.6,1208533023.041206035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041206035015.wav,,,,,8.86,5542,BH,High,,,,,yes
1360,Spectrogram 1,1,4564.659666667,4567.846666667,3.187,65.512,42.0,390.0,46.9,1208533023.041004045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav,,,,,38.67,521,BH,High,,,,,
5947,Spectrogram 1,1,60908.5077,60909.8287,1.321,24.228,67.2,488.8,228.5,1208533023.041101185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101185015.wav,,,,,34.29,1732,BH,High,,,,,y
2962,Spectrogram 1,1,15932.941366667,15935.992366667,3.051,37.289,210.9,536.7,263.7,1208533023.041014145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014145015.wav,,,,,14.63,3767,BH,High,,,,,
3568,Spectrogram 1,1,20175.5147,20176.3617,0.847,81.207,258.3,669.3,339.8,1208533023.041015105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015105015.wav,,,,,14.26,3857,BH,High,,ds,,,
11122,Spectrogram 1,1,177801.113033333,177802.997033333,1.884,246.569,89.8,305.4,93.8,1208533023.050109225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050109225015.wav,,,,,32.04,2465,BH,High,,,,,yes
14094,Spectrogram 1,1,252710.437633333,252710.964633333,0.527,175.363,68.9,220.3,123.0,1208533023.050316135015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050316135015.wav,,,,,26.84,3191,BH,High,faint,,,,
3261,Spectrogram 1,1,17953.650366667,17958.521366666,4.871,258.716,125.7,2107.8,334.0,1208533023.041014205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014205015.wav,,,,,15.64,3579,BH,High,,,,,yes
4202,Spectrogram 1,1,26581.061366667,26582.396366667,1.335,188.306,93.9,434.4,228.5,1208533023.041021065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041021065015.wav,,,,,11.92,4631,BH,High,,us,,,
11209,Spectrogram 1,1,179691.343033333,179692.187033333,0.844,37.335,101.8,341.3,187.5,1208533023.050110095015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110095015.wav,,,,,13.6,4027,BH,High,,,,,yes
7535,Spectrogram 1,1,100042.288633333,100043.036633333,0.748,167.147,46.1,201.5,111.3,1208533023.041204205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041204205015.wav,,,,,36.06,1179,BH,High,,,,,
4525,Spectrogram 1,1,35273.6717,35275.1007,1.429,183.151,77.8,521.0,164.1,1208533023.041025055015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041025055015.wav,,,,,38.58,545,BH,High,,,,,y
5668,Spectrogram 1,1,55956.732366667,55959.763366667,3.031,171.437,85.5,3421.6,228.5,1208533023.041031195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031195015.wav,,,,,12.85,4289,BH,High,us,ssong,,,y
8837,Spectrogram 1,1,127605.9533,127606.8693,0.916,137.737,139.3,226.3,193.4,1208533023.041221105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041221105015.wav,,,,,11.43,4830,BH,High,,,,,
13468,Spectrogram 1,1,238548.646366666,238550.041366666,1.395,110.538,81.5,221.3,117.2,1208533023.050301225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050301225015.wav,,,,,31.45,2622,BH,High,,,,,
4435,Spectrogram 1,1,33510.6093,33513.5103,2.901,219.659,71.9,257.5,140.6,1208533023.041024105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041024105015.wav,,,,,38.8,491,BH,High,,,,,y
1102,Spectrogram 1,1,3720.682666667,3721.423666667,0.741,121.24,52.9,164.7,105.5,1208533023.041001165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041001165015.wav,,,,,2.68,5584,BH,High,,,,,
6024,Spectrogram 1,1,61974.098033333,61975.105033333,1.007,189.949,63.0,297.7,117.2,1208533023.041101225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101225015.wav,,,,,37.39,818,BH,High,faint,,,,
4840,Spectrogram 1,1,43322.569333333,43325.557333333,2.988,134.114,24.0,192.0,187.5,1208533023.041028025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028025015.wav,,,,,34.56,1657,BH,High,,,,,y
3747,Spectrogram 1,1,22291.685966667,22291.983966667,0.298,97.89,111.5,352.2,287.1,1208533023.041016165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav,,,,,9.78,5423,BH,High,,us,,,
13185,Spectrogram 1,1,230502.412633333,230504.063633333,1.651,162.075,106.9,157.0,134.8,1208533023.050218165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050218165015.wav,,,,,-5.23,5879,BH,High,faint,ll100,,,
4881,Spectrogram 1,1,44393.015333333,44394.834333333,1.819,5.019,42.0,174.0,117.2,1208533023.041028115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028115015.wav,,,,,-2.27,5727,BH,High,,,,,y
8732,Spectrogram 1,1,125277.415033333,125279.126033333,1.711,208.598,52.0,2497.1,228.5,1208533023.041220205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041220205015.wav,,,,,13.77,3979,BH,High,,,,,yes
11698,Spectrogram 1,1,188267.937666667,188268.951666667,1.014,216.245,122.3,221.3,146.5,1208533023.050112045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050112045015.wav,,,,,9.4,5497,BH,High,faint,,,,
12423,Spectrogram 1,1,206133.374666667,206134.803666667,1.429,86.42,51.6,200.8,105.5,1208533023.050120035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050120035015.wav,,,,,30.17,2893,BH,High,,,,,yes
11298,Spectrogram 1,1,180841.078966667,180842.006966666,0.928,287.337,64.1,372.8,234.4,1208533023.050110125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110125015.wav,,,,,36.48,1046,BH,High,faint,us,,,
9713,Spectrogram 1,1,147441.229666666,147443.387666667,2.158,178.72,99.0,238.8,140.6,1208533023.050101185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101185015.wav,,,,,10.95,5041,BH,High,,,,,
2923,Spectrogram 1,1,15681.821966667,15683.531966667,1.71,86.054,149.7,574.9,234.4,1208533023.041014125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014125015.wav,,,,,15.65,3577,BH,High,ds,ssong,,,yes
8379,Spectrogram 1,1,119581.552333333,119584.388333333,2.836,211.223,220.8,409.1,281.2,1208533023.041219085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041219085015.wav,,,,,11.41,4839,BH,High,,,,,yes
11374,Spectrogram 1,1,181987.895966667,181990.363966666,2.468,234.535,137.7,323.4,222.7,1208533023.050110165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110165015.wav,,,,,11.15,4957,BH,High,,,,,yes
7157,Spectrogram 1,1,92393.507333333,92394.628333333,1.121,16.472,166.3,304.0,210.9,1208533023.041126025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041126025015.wav,,,,,11.81,4672,BH,High,,,,,
2974,Spectrogram 1,1,15967.053366667,15968.515366667,1.462,71.401,143.8,575.1,304.7,1208533023.041014145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014145015.wav,,,,,14.96,3690,BH,High,,,,,
12016,Spectrogram 1,1,195500.634633333,195501.281633334,0.647,250.654,52.3,197.7,140.6,1208533023.050114165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050114165015.wav,,,,,35.45,1359,BH,High,faint,,,,
7669,Spectrogram 1,1,103048.139366667,103048.787366667,0.648,173.555,80.6,172.7,134.8,1208533023.041207085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041207085015.wav,,,,,-1.57,5700,BH,High,,,,,
5248,Spectrogram 1,1,51070.065633333,51071.992633333,1.927,83.639,114.2,325.0,175.8,1208533023.041030225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041030225015.wav,,,,,11.0,5011,BH,High,,,,,y
3698,Spectrogram 1,1,21418.765333333,21419.947333333,1.182,124.669,105.7,229.0,164.1,1208533023.041016065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041016065015.wav,,,,,9.1,5530,BH,High,,,,,
2510,Spectrogram 1,1,13189.711666667,13191.205666667,1.494,292.916,29.9,688.6,117.2,1208533023.041014005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014005015.wav,,,,,32.1,2448,BH,High,,,,,yes
10013,Spectrogram 1,1,152851.595966666,152853.478966666,1.883,190.451,29.4,300.0,117.2,1208533023.050103145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050103145015.wav,,,,,33.71,1942,BH,High,,,,,yes
6688,Spectrogram 1,1,79350.975033333,79351.593033333,0.618,170.599,74.4,183.2,123.0,1208533023.041121025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041121025015.wav,,,,,-4.27,5826,BH,High,,,,,
9124,Spectrogram 1,1,136188.5103,136190.7623,2.252,22.279,75.7,302.9,175.8,1208533023.041226045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041226045015.wav,,,,,34.33,1718,BH,High,,,,,yes
11291,Spectrogram 1,1,180778.739966667,180780.217966667,1.478,224.998,58.2,559.2,246.1,1208533023.050110125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110125015.wav,,,,,37.16,862,BH,High,faint,us,,,
4363,Spectrogram 1,1,30832.3063,30832.9853,0.679,240.643,176.1,275.9,228.5,1208533023.041023085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041023085015.wav,,,,,9.68,5450,BH,High,,,,,
10596,Spectrogram 1,1,168984.900366667,168985.860366667,0.96,128.103,52.4,221.4,93.8,1208533023.050107145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050107145015.wav,,,,,39.31,404,BH,High,faint,,,,
9514,Spectrogram 1,1,144560.6483,144562.6833,2.035,296.98,63.7,407.6,216.8,1208533023.050101025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101025015.wav,3,1.0,3.0,,40.81,170,BH,High,,,,,yes
4311,Spectrogram 1,1,29439.143666667,29441.222666667,2.079,47.219,24.0,239.5,140.6,1208533023.041023035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041023035015.wav,,,,,32.89,2206,BH,High,,,,,y
3631,Spectrogram 1,1,20727.4647,20728.0597,0.595,33.248,176.1,487.3,328.1,1208533023.041015205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015205015.wav,,,,,11.03,5001,BH,High,,us,,,
1049,Spectrogram 1,1,2878.231366667,2879.170366667,0.939,178.713,165.0,412.6,298.8,1208533023.040930005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.040930005015.wav,,,,,12.11,4558,BH,High,,,,,
9870,Spectrogram 1,1,149595.565,149598.661,3.096,233.616,76.5,605.9,152.3,1208533023.050102035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050102035015.wav,,,,,39.7,333,BH,High,,,,,yes
13114,Spectrogram 1,1,229144.3203,229146.312299999,1.992,3.68,55.4,338.8,158.2,1208533023.050217175015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050217175015.wav,,,,,28.81,3083,BH,High,,,,,yes
5523,Spectrogram 1,1,54444.5183,54446.2073,1.689,158.901,49.0,269.4,105.5,1208533023.041031145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031145015.wav,,,,,28.35,3117,BH,High,,,,,y
2941,Spectrogram 1,1,15829.884966667,15832.503966667,2.619,234.117,131.7,616.8,316.4,1208533023.041014125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014125015.wav,,,,,15.47,3603,BH,High,ds,ssong,,,yes
3082,Spectrogram 1,1,16584.655366667,16587.564366667,2.909,89.246,95.8,515.0,134.8,1208533023.041014165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014165015.wav,,,,,11.51,4795,BH,High,ds,ssong,,,yes
12742,Spectrogram 1,1,215382.981033333,215383.897033333,0.916,38.873,115.6,196.5,152.3,1208533023.050203065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050203065015.wav,,,,,9.58,5469,BH,High,,,,,
10595,Spectrogram 1,1,168914.608366667,168915.579366666,0.971,57.811,93.2,192.2,146.5,1208533023.050107145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050107145015.wav,,,,,36.6,1019,BH,High,faint,,,,
4323,Spectrogram 1,1,29829.554633333,29831.698633333,2.144,137.657,71.9,431.1,140.6,1208533023.041023045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041023045015.wav,,,,,39.31,403,BH,High,,,,,y
6454,Spectrogram 1,1,74208.785966667,74210.371966667,1.586,127.001,131.7,246.2,187.5,1208533023.041117185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041117185015.wav,,,,,12.8,4310,BH,High,,,,,
8679,Spectrogram 1,1,124266.8533,124268.3863,1.533,97.745,69.1,357.0,164.1,1208533023.041220165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041220165015.wav,,,,,35.7,1295,BH,High,,,,,
