Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Begin File	Begin Path	Tonal	Signal strength	Background	AR comment	SNR NIST Quick (dB FS)	SNR order	species	certainty	comment	type	WH ID	WH Comment	NEW analysis
12455	Spectrogram 1	1	207091.987333333	207094.780333333	2.793	145.375	45.9	453.2	216.8	1208533023.050120105015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050120105015.wav	X				41.85	63	BH	High					yes
1903	Spectrogram 1	1	6147.200300000	6152.483300000	5.283	148.424	59.9	515.0	187.5	1208533023.041005095015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041005095015.wav	3	2	3		41.84	64	BH	High					yes
8482	Spectrogram 1	1	120843.805300000	120847.399300000	3.594	273.853	71.4	623.4	175.8	1208533023.041219155015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041219155015.wav	3	2	3		41.83	65	BH	High					yes
4443	Spectrogram 1	1	33734.838666667	33736.765666667	1.927	143.996	29.9	562.9	164.1	1208533023.041024125015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041024125015.wav	2	3	3		41.82	66	BH	High					y
12144	Spectrogram 1	1	198511.873033333	198515.012033334	3.139	262.827	29.0	325.0	111.3	1208533023.050115145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050115145015.wav	3	1	3		41.82	67	BH	High					yes
4506	Spectrogram 1	1	35075.236700000	35075.739700000	0.503	284.688	63.0	566.8	222.7	1208533023.041025005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041025005015.wav	X				41.81	68	BH	High		us			
9490	Spectrogram 1	1	144083.026366667	144086.252366667	3.226	119.237	57.3	375.8	187.5	1208533023.050101015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101015015.wav	3	3	3		41.76	69	BH	High					yes
2464	Spectrogram 1	1	12922.300666667	12923.751666667	1.451	25.505	77.8	503.0	87.9	1208533023.041014005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014005015.wav	X				41.73	70	BH	High					yes
8390	Spectrogram 1	1	119709.297333333	119712.090333333	2.793	39.110	58.4	292.2	169.9	1208533023.041219095015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041219095015.wav	3	2	3		41.73	71	BH	High					yes
3762	Spectrogram 1	1	22334.242966667	22334.791966667	0.549	140.447	70.5	475.5	287.1	1208533023.041016165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav	2	1	3		41.71	72	BH	High		us			
9450	Spectrogram 1	1	143613.601633333	143616.091633333	2.490	249.632	57.3	394.9	134.8	1208533023.041231195015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041231195015.wav	3	2	3		41.71	73	BH	High					yes
3899	Spectrogram 1	1	24428.941966667	24429.829966666	0.888	135.716	47.3	497.0	111.3	1208533023.041019215015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041019215015.wav	3	1	3		41.7	74	BH	High	us	ssong			yes
4221	Spectrogram 1	1	26671.698366667	26672.674366667	0.976	278.943	35.2	540.1	46.9	1208533023.041021065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041021065015.wav	X				41.7	75	BH	High		us			
3537	Spectrogram 1	1	19668.975966667	19674.626966666	5.651	174.485	41.9	616.8	322.3	1208533023.041015065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041015065015.wav	2	2	3		41.68	76	BH	High		long			yes
4175	Spectrogram 1	1	26357.242633333	26358.801633333	1.559	264.468	47.9	509.0	117.2	1208533023.041020135015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041020135015.wav	1	1	3		41.68	77	BH	High	us	ssong			y
7232	Spectrogram 1	1	94372.678300000	94376.034300000	3.356	196.235	30.0	438.0	70.3	1208533023.041126155015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041126155015.wav	3	3	3		41.66	78	BH	High					yes
3492	Spectrogram 1	1	19256.684666667	19258.134666667	1.450	62.166	53.9	562.9	58.6	1208533023.041015025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041015025015.wav	X				41.64	79	BH	High					yes
5034	Spectrogram 1	1	47025.212366667	47028.893366667	3.681	237.907	36.3	314.5	187.5	1208533023.041028215015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041028215015.wav	3	1	3		41.6	80	BH	High					y
12678	Spectrogram 1	1	214292.271666666	214293.505666666	1.234	147.829	46.3	503.9	187.5	1208533023.050201115015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050201115015.wav	3	2	3		41.6	81	BH	High					yes
2493	Spectrogram 1	1	13091.733666667	13093.703666667	1.970	194.938	71.9	562.9	82.0	1208533023.041014005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014005015.wav	3	1	3		41.59	82	BH	High	ds	ssong			yes
8727	Spectrogram 1	1	125166.292033333	125169.280033333	2.988	97.475	28.9	479.8	187.5	1208533023.041220205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041220205015.wav	3	2	3		41.57	83	BH	High					yes
1763	Spectrogram 1	1	5135.293333333	5137.137333333	1.844	36.295	84.9	610.9	87.9	1208533023.041005005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041005005015.wav	X				41.56	84	BH	High					
13425	Spectrogram 1	1	237826.101000000	237829.592000000	3.491	287.580	61.9	574.5	222.7	1208533023.050227145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050227145015.wav	3	3	3	weak burst pulse after the end of the call	41.54	85	BH	High					yes
7126	Spectrogram 1	1	91454.727966667	91457.693966667	2.966	277.304	41.9	467.1	93.8	1208533023.041125195015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041125195015.wav	3	2	3		41.52	86	BH	High					yes
8889	Spectrogram 1	1	129256.051366667	129258.368366667	2.317	288.233	57.8	381.5	175.8	1208533023.041221175015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041221175015.wav	3	1	3		41.52	87	BH	High					yes
2490	Spectrogram 1	1	13068.146666667	13072.044666666	3.898	171.351	77.8	598.8	164.1	1208533023.041014005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014005015.wav	3	2	3		41.51	89	BH	High					yes
9192	Spectrogram 1	1	137766.484966667	137767.483966667	0.999	100.874	75.7	547.6	181.6	1208533023.041227085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041227085015.wav	3	1	3		41.51	88	BH	High		us			
4582	Spectrogram 1	1	37359.848300000	37360.321300000	0.473	169.781	40.1	429.4	52.7	1208533023.041026165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041026165015.wav	X				41.48	90	BH	High		us			
2704	Spectrogram 1	1	14247.217033333	14251.071033333	3.854	150.751	41.9	413.2	175.8	1208533023.041014055015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014055015.wav	3	2	3		41.47	91	BH	High					yes
4328	Spectrogram 1	1	30042.021633333	30044.424633333	2.403	50.190	47.9	377.2	87.9	1208533023.041023055015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041023055015.wav	3	2	3		41.46	92	BH	High					y
9541	Spectrogram 1	1	144998.690300000	145000.877300000	2.187	135.216	31.8	630.6	222.7	1208533023.050101045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101045015.wav	2	2	3		41.43	93	BH	High					yes
10777	Spectrogram 1	1	172311.013033333	172313.135033333	2.122	155.143	35.9	431.1	117.2	1208533023.050109005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109005015.wav	3	1	3		41.42	94	BH	High					yes
9603	Spectrogram 1	1	145536.335700000	145538.326700000	1.991	73.176	75.7	396.1	140.6	1208533023.050101085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101085015.wav	2	1	3		41.39	95	BH	High					
11980	Spectrogram 1	1	194876.335666667	194878.522666666	2.187	226.236	48.0	408.0	52.7	1208533023.050114145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050114145015.wav	3	2	2	Burst pulse at the beginning	41.39	96	BH	High					yes
12461	Spectrogram 1	1	207279.673300000	207281.773300000	2.100	33.083	51.6	596.6	128.9	1208533023.050120115015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050120115015.wav	3	3	3		41.39	97	BH	High					yes
8783	Spectrogram 1	1	126347.233633333	126348.972633333	1.739	78.682	69.1	437.6	169.9	1208533023.041221025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041221025015.wav	3	2	3		41.36	98	BH	High					
1362	Spectrogram 1	1	4582.098666667	4583.012666667	0.914	82.951	66.0	528.0	70.3	1208533023.041004045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav	X				41.32	102	BH	High					
3480	Spectrogram 1	1	19170.836633333	19172.634633333	1.798	276.263	35.9	628.7	52.7	1208533023.041015015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041015015015.wav	X				41.32	99	BH	High		ssong			yes
6003	Spectrogram 1	1	61608.079033333	61610.872033333	2.793	123.908	85.5	299.4	181.6	1208533023.041101215015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041101215015.wav	2	3	3		41.32	100	BH	High	us	ssong			y
9730	Spectrogram 1	1	147561.015666666	147562.104666666	1.089	298.506	69.9	431.1	263.7	1208533023.050101185015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101185015.wav	X				41.32	101	BH	High		us			
9679	Spectrogram 1	1	146866.149700000	146868.444700000	2.295	203.402	29.6	409.1	140.6	1208533023.050101165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101165015.wav	3	2	3		41.31	103	BH	High					yes
2527	Spectrogram 1	1	13279.301700000	13281.230700000	1.929	82.599	89.8	509.0	281.2	1208533023.041014015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014015015.wav	3	1	3		41.3	104	BH	High	ds	ssong			yes
4527	Spectrogram 1	1	35338.267700000	35340.237700000	1.970	247.747	35.9	509.0	216.8	1208533023.041025055015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041025055015.wav	3	2	3		41.29	105	BH	High					y
5011	Spectrogram 1	1	46538.264366667	46540.104366666	1.840	50.868	30.2	423.4	93.8	1208533023.041028205015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041028205015.wav	2	3	3	very faint seal above	41.29	106	BH	High					y
8668	Spectrogram 1	1	124075.526033333	124078.968033333	3.442	206.356	46.2	422.0	199.2	1208533023.041220145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041220145015.wav	3	3	3		41.28	107	BH	High					yes
3772	Spectrogram 1	1	22389.717966667	22390.228966667	0.511	195.922	64.6	393.3	105.5	1208533023.041016165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav	X				41.27	108	BH	High		us			
10574	Spectrogram 1	1	168693.786300000	168696.017300000	2.231	136.877	41.9	395.2	87.9	1208533023.050107115015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050107115015.wav	3	2	3		41.27	109	BH	High					yes
1403	Spectrogram 1	1	4717.266666667	4718.872666667	1.606	218.119	78.0	474.0	293.0	1208533023.041004045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav	X				41.24	111	BH	High					
6059	Spectrogram 1	1	63338.911366667	63339.972366667	1.061	55.234	74.4	578.2	240.2	1208533023.041102085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041102085015.wav	X				41.24	110	BH	High		us			
4234	Spectrogram 1	1	27127.322700000	27128.214700000	0.892	134.837	58.7	428.6	128.9	1208533023.041021165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041021165015.wav	X				41.23	113	BH	High					
4585	Spectrogram 1	1	37417.267300000	37418.076300000	0.809	227.200	51.5	400.8	128.9	1208533023.041026165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041026165015.wav	X				41.23	112	BH	High		us			
10897	Spectrogram 1	1	174147.053700000	174148.980700000	1.927	191.586	65.9	383.2	158.2	1208533023.050109095015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109095015.wav	3	1	3		41.23	114	BH	High					yes
3481	Spectrogram 1	1	19175.210633333	19176.682633333	1.472	280.637	59.9	610.8	64.5	1208533023.041015015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041015015015.wav	X				41.21	115	BH	High		ssong			yes
8758	Spectrogram 1	1	125837.215000000	125841.329000000	4.114	168.622	63.6	404.6	169.9	1208533023.041220225015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041220225015.wav	3	2	3		41.21	116	BH	High					yes
2247	Spectrogram 1	1	9155.148700000	9157.140700000	1.992	157.086	24.0	473.1	58.6	1208533023.041012015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041012015015.wav	3	1	2		41.2	117	BH	High					yes
4312	Spectrogram 1	1	29445.162666667	29448.063666667	2.901	53.238	71.9	311.4	140.6	1208533023.041023035015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041023035015.wav	3	3	3		41.19	118	BH	High					y
8088	Spectrogram 1	1	113485.720966667	113488.145966667	2.425	113.814	38.7	477.4	140.6	1208533023.041215185015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041215185015.wav	2	2	3		41.16	119	BH	High					yes
11050	Spectrogram 1	1	176387.024000000	176389.146000000	2.122	32.152	47.9	622.8	158.2	1208533023.050109185015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109185015.wav	3	2	2		41.16	120	BH	High					yes
2474	Spectrogram 1	1	12990.468666667	12995.058666667	4.590	93.673	53.9	532.9	164.1	1208533023.041014005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014005015.wav	3	3	3		41.15	122	BH	High					yes
4178	Spectrogram 1	1	26388.195633333	26390.295633333	2.100	295.421	41.9	389.2	246.1	1208533023.041020135015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041020135015.wav	3	1	3		41.15	121	BH	High	us	ssong			y
8096	Spectrogram 1	1	113833.937966667	113835.929966667	1.992	162.056	90.3	445.2	175.8	1208533023.041215195015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041215195015.wav	2	1	3		41.15	123	BH	High					yes
10747	Spectrogram 1	1	171885.615000000	171887.088000000	1.473	29.662	67.7	567.4	175.8	1208533023.050108235015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050108235015.wav	3	1	3		41.14	124	BH	High					yes
3771	Spectrogram 1	1	22389.000966667	22389.549966667	0.549	195.205	41.1	381.6	46.9	1208533023.041016165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav	X				41.13	125	BH	High		us			
1836	Spectrogram 1	1	5463.768333333	5465.456333333	1.688	64.900	49.4	543.5	76.2	1208533023.041005025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041005025015.wav	X				41.12	126	BH	High					yes
9443	Spectrogram 1	1	143501.995633333	143504.766633333	2.771	138.026	70.1	261.1	117.2	1208533023.041231195015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041231195015.wav	3	2	3		41.12	127	BH	High					yes
2703	Spectrogram 1	1	14216.905743897	14220.342751160	3.437	120.439	35.9	473.1	128.9	1208533023.041014055015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014055015.wav	3	1	3	Two calls in this selection box.	41.1	128	BH	High					yes
12681	Spectrogram 1	1	214314.133666666	214315.908666666	1.775	169.691	86.9	440.2	187.5	1208533023.050201115015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050201115015.wav	3	3	2	Burst pulse after call	41.1	129	BH	High					yes
6365	Spectrogram 1	1	72677.286033333	72679.314033333	2.028	95.243	80.2	381.1	134.8	1208533023.041116225015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041116225015.wav	2	2	2		41.08	130	BH	High					
9475	Spectrogram 1	1	143894.985333333	143896.480333333	1.495	231.167	58.3	343.7	93.8	1208533023.041231225015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041231225015.wav	X				41.08	131	BH	High					
9624	Spectrogram 1	1	145741.336700000	145743.380700000	2.044	278.177	52.4	419.4	82.0	1208533023.050101085015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101085015.wav	3	1	3		41.08	132	BH	High					
10799	Spectrogram 1	1	172622.135033333	172625.058033334	2.923	166.397	47.9	341.3	169.9	1208533023.050109015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109015015.wav	3	2	3		41.06	133	BH	High					yes
9489	Spectrogram 1	1	144077.852366667	144079.237366667	1.385	114.063	44.6	414.0	164.1	1208533023.050101015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101015015.wav	3	3	3		41.05	134	BH	High					yes
10439	Spectrogram 1	1	165970.175333333	165971.734333333	1.559	112.465	52.9	376.5	134.8	1208533023.050106215015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050106215015.wav	3	2	3		41.05	135	BH	High					yes
12012	Spectrogram 1	1	195445.141633333	195445.896633333	0.755	195.161	81.4	284.9	152.3	1208533023.050114165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050114165015.wav	X				41.05	136	BH	High	faint				
13430	Spectrogram 1	1	237885.153000000	237888.552000000	3.399	46.803	31.2	418.8	99.6	1208533023.050227155015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050227155015.wav	3	2	3		41.05	137	BH	High					yes
13998	Spectrogram 1	1	249719.652966666	249721.709966666	2.057	184.086	0.0	323.7	0.0	1208533023.050315015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050315015015.wav	3	3	3		41.05	138	BH	High					yes
9303	Spectrogram 1	1	139995.761966667	139998.771966667	3.010	230.825	38.2	401.3	123.0	1208533023.041228125015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041228125015.wav	3	2	2		41.02	139	BH	High					yes
9645	Spectrogram 1	1	146266.213033333	146267.836033333	1.623	203.294	38.2	375.8	128.9	1208533023.050101115015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101115015.wav	3	3	3		41.02	140	BH	High					yes
1355	Spectrogram 1	1	4552.518666667	4553.210666667	0.692	53.371	30.0	396.0	35.2	1208533023.041004045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav	X				41.01	141	BH	High					
12032	Spectrogram 1	1	195889.073666667	195892.797666666	3.724	39.282	90.0	426.0	128.9	1208533023.050114215015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050114215015.wav	3	2	3		41.01	142	BH	High					yes
4318	Spectrogram 1	1	29725.370633333	29727.427633333	2.057	33.473	59.9	479.0	152.3	1208533023.041023045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041023045015.wav	3	2	3		41	143	BH	High					y
1879	Spectrogram 1	1	5888.727333333	5890.351333333	1.624	189.931	53.6	506.0	58.6	1208533023.041005035015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041005035015.wav	3	1	3		40.99	145	BH	High					yes
4204	Spectrogram 1	1	26589.475366667	26590.124366667	0.649	196.720	58.7	481.4	64.5	1208533023.041021065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041021065015.wav	X				40.99	144	BH	High		us			
8992	Spectrogram 1	1	132545.990966667	132548.827966667	2.837	278.715	40.9	647.9	93.8	1208533023.041223065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041223065015.wav	3	2	3		40.99	146	BH	High					yes
7127	Spectrogram 1	1	91459.512966667	91462.370966667	2.858	282.089	41.9	419.2	199.2	1208533023.041125195015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041125195015.wav	2	2	3		40.98	147	BH	High					yes
8818	Spectrogram 1	1	127142.079633333	127144.634633333	2.555	273.691	63.6	398.8	281.2	1208533023.041221065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041221065015.wav	2	2	3		40.98	148	BH	High					yes
8565	Spectrogram 1	1	122951.979366667	122954.101366667	2.122	282.579	58.4	441.6	99.6	1208533023.041220095015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041220095015.wav	3	2	3		40.97	149	BH	High					yes
11313	Spectrogram 1	1	181011.360966667	181014.175966667	2.815	157.764	65.9	257.5	169.9	1208533023.050110135015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050110135015.wav	3	2	3		40.97	150	BH	High					yes
1389	Spectrogram 1	1	4687.804666667	4688.397666667	0.593	188.657	48.0	534.0	52.7	1208533023.041004045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav	X				40.96	152	BH	High					
4172	Spectrogram 1	1	26344.345633333	26345.623633333	1.278	251.571	47.9	383.2	152.3	1208533023.041020135015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041020135015.wav	X				40.96	151	BH	High	us	ssong			y
12143	Spectrogram 1	1	198507.023033333	198509.123033333	2.100	257.977	46.4	435.2	128.9	1208533023.050115145015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050115145015.wav	3	1	3		40.96	153	BH	High					yes
2616	Spectrogram 1	1	13733.128966667	13736.592966667	3.464	236.480	59.9	431.1	298.8	1208533023.041014035015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014035015.wav	3	2	2		40.93	154	BH	High		us			yes
10785	Spectrogram 1	1	172444.747033333	172446.738033333	1.991	288.877	35.9	383.2	140.6	1208533023.050109005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109005015.wav	3	1	3		40.93	155	BH	High					yes
12760	Spectrogram 1	1	216030.772300000	216032.482300000	1.710	86.823	40.5	509.7	41.0	1208533023.050204015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050204015015.wav	X				40.93	156	BH	High					yes
6947	Spectrogram 1	1	87291.747333333	87295.298333333	3.551	13.207	49.5	362.6	169.9	1208533023.041125015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041125015015.wav	3	2	3		40.92	157	BH	High					y
3777	Spectrogram 1	1	22402.797966667	22403.262966667	0.465	209.002	82.2	446.2	87.9	1208533023.041016165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav	X				40.9	158	BH	High		us			
1377	Spectrogram 1	1	4651.219666667	4652.059666667	0.840	152.072	42.0	486.0	58.6	1208533023.041004045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav	X				40.89	159	BH	High					
12459	Spectrogram 1	1	207207.666333333	207211.282333333	3.616	261.054	57.4	430.2	58.6	1208533023.050120105015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050120105015.wav	2	3	2	burst pulse right before BH call	40.89	160	BH	High					yes
2554	Spectrogram 1	1	13400.909700000	13403.206700000	2.297	204.207	77.8	485.0	87.9	1208533023.041014015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014015015.wav	X				40.88	161	BH	High	ds	ssong			yes
4195	Spectrogram 1	1	26504.761366667	26505.219366667	0.458	112.006	82.2	487.3	187.5	1208533023.041021065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041021065015.wav	X				40.87	162	BH	High		us			
6946	Spectrogram 1	1	87269.107366667	87270.882366666	1.775	290.419	38.5	285.7	105.5	1208533023.041125005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041125005015.wav	2	2	3		40.87	163	BH	High					y
7028	Spectrogram 1	1	89903.468633333	89906.348633333	2.880	225.648	54.9	357.1	193.4	1208533023.041125135015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041125135015.wav	2	1	3		40.87	164	BH	High					y
9430	Spectrogram 1	1	143388.954633333	143393.155633333	4.201	24.985	57.3	394.9	216.8	1208533023.041231195015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041231195015.wav	3	3	3		40.87	165	BH	High					yes
9629	Spectrogram 1	1	145875.528633333	145876.979633333	1.451	112.514	76.4	305.7	158.2	1208533023.050101095015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101095015.wav	3	1	3		40.86	166	BH	High					yes
8811	Spectrogram 1	1	127065.914633333	127067.559633333	1.645	197.526	40.5	375.7	169.9	1208533023.041221065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041221065015.wav	3	1	3		40.85	167	BH	High					yes
2530	Spectrogram 1	1	13288.915700000	13290.691700000	1.776	92.213	41.9	610.8	222.7	1208533023.041014015015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014015015.wav	2	1	3		40.84	168	BH	High	ds	ssong			yes
3114	Spectrogram 1	1	16719.746366667	16721.798366667	2.052	224.337	83.8	521.0	252.0	1208533023.041014165015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014165015.wav	3	1	3		40.81	169	BH	High	ds	ssong			yes
9514	Spectrogram 1	1	144560.648300000	144562.683300000	2.035	296.980	63.7	407.6	216.8	1208533023.050101025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101025015.wav	3	1	3		40.81	170	BH	High					yes
12983	Spectrogram 1	1	223569.071333333	223572.665333333	3.594	127.168	38.7	530.4	93.8	1208533023.050210045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050210045015.wav	3	1	3		40.8	171	BH	High					yes
8401	Spectrogram 1	1	119866.444333333	119868.112333333	1.668	196.257	71.4	376.6	228.5	1208533023.041219095015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041219095015.wav	3	2	3	burst pulse right after BH	40.79	172	BH	High					yes
9631	Spectrogram 1	1	145910.997633333	145913.725633333	2.728	147.983	31.8	401.3	70.3	1208533023.050101095015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101095015.wav					40.79	173	BH	High					yes
2489	Spectrogram 1	1	13061.364666667	13063.464666667	2.100	164.569	41.9	532.9	111.3	1208533023.041014005015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041014005015.wav					40.78	174	BH	High					yes
4215	Spectrogram 1	1	26631.785366667	26634.920366667	3.135	239.030	58.7	475.5	87.9	1208533023.041021065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041021065015.wav					40.77	175	BH	High	long loud 100 hz	whoop			
1349	Spectrogram 1	1	4538.315666667	4539.064666667	0.749	39.168	72.0	408.0	123.0	1208533023.041004045015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav					40.76	177	BH	High					
4223	Spectrogram 1	1	26681.994366667	26683.008366667	1.014	289.239	70.5	499.0	105.5	1208533023.041021065015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041021065015.wav					40.76	176	BH	High		us			
11004	Spectrogram 1	1	175654.040033333	175659.301033333	5.261	198.898	35.9	407.2	58.6	1208533023.050109155015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109155015.wav					40.76	178	BH	High					yes
8781	Spectrogram 1	1	126302.106633333	126303.060633333	0.954	33.555	52.2	290.1	111.3	1208533023.041221025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.041221025015.wav					40.75	179	BH	High		us			
12046	Spectrogram 1	1	196290.290366667	196291.801366666	1.511	140.612	93.0	325.6	210.9	1208533023.050115025015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050115025015.wav					40.74	180	BH	High	faint				
9689	Spectrogram 1	1	147223.793633333	147227.127633333	3.334	261.176	53.4	373.5	128.9	1208533023.050101175015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050101175015.wav					40.73	181	BH	High					yes
11018	Spectrogram 1	1	175752.144033333	175754.201033333	2.057	297.002	41.9	437.1	181.6	1208533023.050109155015.wav	D:\Cape_Bathurst_300_2018_2019\1208533023.050109155015.wav					40.73	182	BH	High					yes
